lAboutText1	~1~ ~2~ (~3~ bits)
lMenuDrivesDescription	Exibe um menu din‚mico mostrando as unidades do seu sistema com etiqueta, espaÁo livre, capacidade e Ìcone mostrando o tipo de unidade.`n`nEste menu È actualizado sempre que abrir o menu QAP.
lMenuDrivesSpace	(~1~ GB livres / ~2~ GB)
lMenuDynamicMenus	A trabalhar
lMenuEditIniFile	Editar ~1~
lMenuEditIniFileDescription	Edita o ficheiro de definiÁıes (.ini) activo do Quick Access Popup.
lMenuExitApp	Sair ~1~
lMenuExitAppDescription	Sai do Quick Access Popup, libertando todos os activadores de rato ou teclado e teclas de atalho atribuÌdas aos favoritos.
lMenuExternalCatalogue	Adicionar menu de favoritos partilhado do cat·logo
lMenuExternalCatalogueDescription	Adiciona um menu partilhado do Cat·logo de Menus Partilhados ao seu menu, um repositÛrio de ficheiros de definiÁıes favoritos geridos pelos administradores do menu ou por outros membros do grupo de trabalho.`n`nPode seleccionar um ficheiro existente de menu partilhado do repositÛrio, adicionar um menu partilhado que n„o exista no cat·logo ou criar um novo.
lMenuFavorite	Favorito
lMenuFile	Ficheiro
lMenuFonts	Fontes
lMenuGetWinInfo	Obter informaÁ„o da janela
lMenuGetWinInfoDescription	Ajuda-o a identificar uma janela que pretende excluir das combinaÁıes de rato do menu QAP.`n`nEsta funcionalidade ir· avis·-lo para clicar na janela alvo com a combinaÁ„o do menu QAP (por defeito, bot„o do meio do rato) e copiar o tÌtulo da janela e nome da classe para a ·rea de transferÍncia.`n`nVer "Lista de Exclusıes" no separador "Mais" na caixa de di·logo "OpÁıes" para explicaÁıes detalhadas.
lMenuHelp	Ajuda
lMenuHistory	HistÛrico
lMenuLastAction	Repetir ⁄ltima AcÁ„o
lMenuLastActionDescription	Adiciona um item rotulado "Repetir ⁄ltima AcÁ„o" ao seu menu. Quando seleccionar este item do menu, ele reabre o ˙ltimo favorito que abriu.`n`nO rÛtulo desta funcionalidade È sempre "Repetir ⁄ltima AcÁ„o" (limitaÁ„o do QAP). Tem que se lembrar da ˙ltima acÁ„o seleccionada.
lMenuLastActions	Repetir ⁄ltimas AcÁıes
lMenuLastActionsDescription	Exibe um menu din‚mico contendo os dez mais recentes favoritos que carregou.`n`nPode configurar o n˙mero de itens deste menu no separador "OpÁıes", "Menu".`n`nOs itens deste menu est„o ordenados com os usados mais recentemente em primeiro lugar. Quando reabrir um item, a sua entrada ser· movida para o inÌcio do menu.
lMenuListApplications	Listar Janelas de AplicaÁıes
lMenuListApplicationsDescription	Listar tÌtulo, caminho do process0 e outras propriedades das janelas em execuÁ„o. FaÁa Duplo-clique numa janela para exibir uma caixa de di·logo onde pode mudar para a janela ou fech·-la.
lMenuMenu	Menu
lMenuMyMusic	A Minha M˙sica
lMenuMyQAPMenu	O Meu QAP B·sico
lMenuMySnippetsMenu	Os meus Snippets
lMenuMySpecialMenu	As Minhas Pastas Especiais
lMenuMyVideo	Os Meus VÌdeos
lMenuMyWindowsAppsMenu	As minhas Apps Windows
lMenuNoCurrentFolder	N„o h· pastas abertas actualmente...
lMenuOpenBackupDirectory	Abrir a Pasta de Seguran√ßas das Defini√ß√µes QAP
lMenuOpenWorkingDirectory	Abrir pasta de definiÁıes QAP
lMenuOptions	Op√ß√µes
lMenuPictures	Imagens
lMenuPopularFiles	Ficheiros
lMenuPopularFolders	Pastas
lMenuPopularMenusDescription	Exibe um menu din‚mico mostrando as ~1~ usadas mais frequentemente de acordo com o registo do Windows e usadas no QAP. Este menu È actualizado sempre que abrir o menu QAP.
lMenuPopularMenusFiles	Ficheiros Frequentes
lMenuPopularMenusFolders	Pastas Frequentes
lMenuPopularMenusWillImprove	Este menu vai melhorar a sua utilizaÁ„o do ~1~...
lMenuProgramFiles	Programas
lMenuProgramsFolderStartMenu	Pasta de Programas (Menu Iniciar)
lMenuPublicLibraries	Bibliotecas P˙blicas
lMenuQuickLaunch	InicializaÁ„o R·pida
lMenuRecentFiles	Ficheiros Recentes
lMenuRecentFilesDescription	Exibe um menu din‚mico contendo os dez mais recentes documentos usados, memorizados pelo Windows na sua pasta virtual "Itens recentes". Pode configurar o n˙mero de itens deste menu no separador "OpÁıes", "Menu".`n`nOs itens deste menu est„o ordenados com os usados mais recentemente em primeiro lugar, como registado pelo Windows.
lMenuRecentFolders	Pastas Recentes
lMenuRecentFoldersDescription	Exibe um menu din‚mico contendo as dez pastas abertas mais reecentemente, memorizados pelo Windows na sua pasta virtual "Itens recentes". Pode configurar o n˙mero de itens deste menu no separador "OpÁıes", "Menu".`n`nOs itens deste menu est„o ordenados com a pasta mais recente em primeiro lugar, como registado pelo Windows.
lMenuRecentItems	Itens Recentes
lMenuRefreshMenu	Actualizar Pastas Live e menus Partilhados
lMenuRefreshMenuDescription	Actualiza a-pedido os menus "Pastas Live". Esta acÁ„o tambÈm pode ser executada periodicamente definindo um intervalo (em segundos) em "ActualizaÁ„o agendada do menu QAP" do separador "Menu" nas janelas "OpÁıes".`n`nDurante o curto (dependendo do n˙mero de pastas Live ou menus Partilhados) tempo de actualizaÁ„o, o menu QAP n„o est· disponÌvel.
lMenuReload	Reiniciar ~1~
lMenuReloadDescription	Reinicia o Quick Access Popup.`n`nCertifique-se de que guarda as alteraÁıes na janela "Personalizar" antes de reiniciar o QAP.
lMenuReopenCurrentFolder	Reabrir Pasta Actual na Caixa de Di·logo
lMenuReopenCurrentFolderDescription	Muda a pasta nas caixas de di·logo de ficheiro para a pasta actualmente activa no Windows Explorer.`n`nPara usar esta funcionalidade, a opÁ„o "Mudar pasta em caixa de di·logo..." deve estar seleccionada em "OpÁıes", separador "Geral".
lMenuReopenInNewWindow	Reabrir pasta actual a partir da caixa de di·logo
lMenuReopenInNewWindowDescription	Reabre a pasta actual numa nova janela do Explorer (TambÈm no Directory Opus ou Total Commander). ⁄til quando desejar abrir a pasta onde navega numa caixa de di·logo de ficheiro numa janela do Explorer.
lMenuResetQAPSpecialDefaultNames	Repor Nomes Padr„o de FunÁıes QAP e Pastas Especiais
lMenuRestoreSettingsWindowPosition	Restaurar posiÁ„o da janela "Personalizar"
lMenuRestoreSettingsWindowPositionDescription	Restaura o tamanho e posiÁ„o da janela "Personalizar" no centro do ecr„ principal.
lMenuRunAtStartup	Executar no Arranque
lMenuSelectAll	Seleccionar todos os itens
lMenuSettings	Personalizar
lMenuSettingsDescription	Exibe a janela "Personalizar" onde pode personalizar o seu menu emergente do QAP, gerir os seus favoritos e definir diversas opÁıes.`n`nPor defeito esta funcionalidade faz parte do meu Principal.
lMenuStartMenu	Menu Iniciar
lMenuStartup	Arranque
lMenuSuspendHotkeys	Suspender Teclas de Atalho
lMenuSwitchFolderOrApp	Janelas Actuais
lMenuSwitchFolderOrAppDescription	Exibe um menu din‚mico em duas partes:`n1) as pastas j· abertas nas janelas do Windows Explorer e Directory Opus`n2) as aplicaÁıes actualmente em execuÁ„o no seu sistema (comeÁando pela janela activada mais recentemente).`n`nQuando seleccionar um item, a sua janela È trazida automaticamente para primeiro plano.`n`nEste menu È actualizado sempre que abrir o menu QAP.
lMenuSwitchSettings	Mudar de ficheiro de definiÁıes
lMenuSwitchSettingsDefault	Mudar para o ficheiro de definiÁıes padr„o
lMenuSwitchSettingsDefaultDescription	Reinicia o Quick Access Popup com o ficheiro de definiÁıes na sua localizaÁ„o padr„o.`n`nSe nstalou o QAP usando o procedimento "instalaÁ„o em um passo", a localizaÁ„o padr„o È na pasta Utilizador (por exemplo, "C:\Utilizadores\Lus\AppData\Roaming\Quick Access Popup").`n`nSe optou pela instalaÁ„o port·til, a localizaÁ„o padr„o È na pasta onde se encontra o programa QuickAccessPopup.exe.
lMenuSwitchSettingsDescription	 Selecciona outro ficheiro de definiÁıes do QAP e reinicia o Quick Access Popup com essas definiÁıes (incluindo favoritos e diversas opÁıes).`n`nCertifique-se de que guarda as alteraÁıes na janela "Personalizar" antes de reiniciar o QAP.
lMenuSystemCertificates	Certificados do Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Ficheiros Tempor·rios
lMenuTools	Ferramentas
lMenuUpdate	Procurar actualizaÁıes
lMenuUpdateDescription	Verifica se existe uma nova vers„o disponÌvel na p·gina oficial do Quick Access Popup.
lMenuUserFolder	Pasta do Utilizador
lMenuUserPinned	Fixado pelo Utilizador
lMenuWindowAlwaysonTop	Janela sempre vis√≠vel
lMenuWindowAlwaysonTopDescription	Define a propriedade da actual janela "Sempre vis√≠vel" ligada ou desligada (alterna)
lMessengerCloseQAPSettings	… aberta uma janela em ~1~, possivelmente com alteraÁıes n„o guardadas.`n`nPor favor, feche as janelas de definiÁıes antes, usando este menu de contexto.
lMessengerDoNotRun	N„o execute o ~1~ directamente. Pode:`n`n- clicar com o bot„o direito do rato num Ìcone de ficheiro ou pasta no Explorador para adicion·-los ao menu`n- clicar com o bot„o direito do rato no fundo da janela do Explorador para adicionar a pasta actual`n- clicar com o bot„o direito do rato no fundo do Ambiente de Trabalho para fazer emergir o menu.`n`nCertifique-se que o ~2~ est· aberto antes de usar os seus menus de contexto. Ver caixa de selecÁ„o "Menus de Contexto" na janela "OpÁıes" do ~2~.
lMessengerError	Ocorreu um erro.`n`nCertifique-se de que o ~1~ est· em execuÁ„o antes de usar os seus menus de contexto.
lMessengerHelp	Procure o "Messenger" em www.QuickAccessPopup.com para ajuda.
lNavigateFileError	Ocorreu um erro ao abrir a pasta:`n~1~.
lNavigateSpecialError	Ocorreu um erro ao abrir a pasta especial #~1~.
lOopsAddThisFolderTip	Para melhores resultados com o comando "Adicionar Pasta Activa ou p·gina Web":`n`n1) Active a janela ~1~ contendo a pasta ou ligaÁ„o a adicionar ao seu menu.`n2) Abra o menu emergente usando ~2~.`n3) Seleccione "Adicionar Pasta Activa ou p·gina Web" e guarde o seu novo favorito.
lOopsAlternativeMenuModifiersDuplicates	O Modificador "~1~" do Menu Alternativo √© usado duas vezes.`n`nPor favor, certifique-se que cada modificador √© usado apenas uma vez.
lOopsAlternativeNotSupported	O comando do Menu Alternativo "~1~" n√£o √© suportado para favoritos do tipo "~2~".
lOopsAmpersandInName	O s√≠mbolo "&" √© utilizado para definir teclas de atalho nos menus do Windows. Para exibir o s√≠mbolo num nome de menu, digite "&&".`n`nPara mais informa√ß√£o, procure por "ampersand" nas FAQ na p√°gina do QAP.
lOopsCannotCopyFavorite	N„o È possÌvel copiar favoritos do tipo "~1~".
lOopsCannotCopyMoveToSelf	N„o pode mover ou copiar favoritos para a sua localizaÁ„o actual. Por favor, seleccione outro destino.
lOopsChangeFolderInDialogAlert	Deseja alterar a pasta nesta caixa de di·logo? Para poder navegar dentro desta caixa de di·logo, tem que activar uma opÁ„o nas opÁıes do separador "Geral".`n`nDeseja abrir a janela de OpÁıes?
lOopsCouldNotOpenSpecialFolder	O ~1~ n„o conseguiu abrir a pasta especial: "~2~".
lOopsEmpty	vazia
lOopsErrorIniFileDisplayErrorMessage	Exibir de novo esta mensagem de erro para este Menu Partilhado?
lOopsErrorIniFileModified	Este menu partilhado foi modificado desde o seu carregamento. O menu ser· actualizado mas a sua ˙ltima alteraÁ„o n„o poder· ser guardada.
lOopsErrorIniFileReadOnly	Este ficheiro de definiÁıes de menu partilhado ou esta localizaÁ„o È S”-DE-LEITURA.
lOopsErrorIniFileRetry	Se o ficheiro de definiÁıes estiver numa unidade de rede, tente reiniciar o ~1~ quando a unidade de rede estiver disponÌvel.
lOopsErrorIniFileUnavailable	Este ficheiro de definiÁıes do menu externo, n„o est· disponÌvel
lOopsErrorReadingIniFile	Ocorreu um erro ao ler este ficheiro de definiÁıes:
lOopsExternalFileWriteError	Ocorreu um erro ao escrever para o ficheiro de definiÁıes do menu partilhado:`n~1~.`n`nVerifique se este ficheiro ou pasta È sÛ de leitura.
lOopsExternalFileWriteErrorCollaborative	N„o pode editar o conte˙do deste menu partilhado. Se acha que deve ter acesso, contacte o administrador do sistema.
lOopsExternalNotAllowedUnderExternal	Os menus partilhados n„o s„o permitidos dentro de outros menus partilhados. Por favor, seleccione outro menu menu principal no separados "OpÁıes de Menu".
lOopsExternalReadOnlyAlert	Os menus partilhados do tipo "Centralizado" sÛ podem ser editados pelo(s) utilizador(es) no campo "~1~" (ou abrindo o ficheiro ini na unidade partilhada usando um editor de texto).`n`nO seu nome de utilizador È: "~2~".`nO nome do seu computador È: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	O seu nome de utilizador foi adicionado automaticamente ‡ lista de "Utilizadores com acesso de escrita".
lOopsExternalSelectType	Por favor seleccione o tipo de menu partilhado no separador "Menu partilhado".
lOopsExternalUnderExternalError	O segunte menu partilhado inclui um menu partilhado:`n~1~`n`nOs menus partilhados n„o podem conter submenus partilhados. Por favor edite este menu partilhado para retirar o menu partilhado dependente.
lOopsFavoritesCopied	~1~ favoritos copiados.
lOopsFileExpandedFrom	Expandido a partir de
lOopsFileNotFound	Esta localiza√ß√£o n√£o existe
lOopsFirstEnterUrl	Primeiro, introduza um endereÁo no campo "~1~".
lOopsFtpLocationProtocol	A localizaÁ„o FTP deve comeÁar com "ftp://".
lOopsHotkeyAlreadyUsed	A tecla de atalho "~1~" j· est· em uso para "~2~".`n`nPor favor, escolha outra tecla de atalho para "~3~".
lOopsHotkeyObjectNotFound	~1~ n„o conseguiu localizar o favorito associado ao ~2~ "~3~".`n`nIsto pode ser uma situaÁ„o tempor·ria. Tente reiniciar o ~1~.
lOopsHotstringTriggerTooLong	Activador da cadeia de substituiÁ„o demasiado longo. Os activadores das cadeias de substituiÁ„o n„o podem ter mais de 40 caracteres.
lOopsHttpLocationTransformed	A localizaÁ„o http (formato URL) foi transformada num atalho de rede (formato UNC) para compatibilidade com o Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	N„o foi encontrado o ficheiro de definiÁıes do Total Commander "wincmd.ini".`n`nSeleccione o ficheiro em "OpÁıes", separador "Gestores de ficheiros".
lOopsInvalidWindowPosition	Valor(es) de posiÁ„o da janela inv·lido(s)
lOopsJLiconsError	Õcone QAP n„o encontrado. Certifique-se que actualizou o ficheiro JLicons.dll para ~1~.
lOopsLaunchWithNotFound	"Abrir com esta aplicaÁ„o" ficheiro n„o encontrado:`n`n~1~`n`nVerifique as definiÁıes avanÁadas dos favorito.
lOopsMaxLiveFolder	O n˙mero m·ximo de itens permitido em pastas Live (~1~) foi excedido. Por favor, reduza o n˙mero de nÌveis de pastas Live.`n`nTambÈm pode aumentar este limite mas tenha cuidado: um n˙mero demasiado elevado pode provocar resultados imprevisÌveis. Altere o valor em "OpÁıes", secÁ„o "OÁıes AvanÁadas de Menus".
lOopsMenuExternalCentralized	menu partilhado centralizado
lOopsMenuExternalCollaborative	menu partilhado colaborativo
lOopsMenuExternalPersonalChangedBy	Este menu partilhado pessoal est· a ser EDITADO ou tem alteraÁıes N√O GUARDADAS no computador: ~1~.`n`nSe guardar as alteraÁıes para este menu aqui, as alteraÁıes n„o guardadas no outro computador ser„o perdidas e deve cancelar essas alteraÁıes quando regressar a esse computador.
lOopsMenuExternalReservedBy	Este ~1~ est· RESERVADO pelo utilizador: ~2~.`n`nAguarde que este utilizador liberte o menu partilhado ou contacte o administrador do sistema.
lOopsNotAdmin	N„o foi possÌvel carregar ~1~ como Administrador.`n`nEst· agora a ser executado como Normal.
lOopsOptionsPathNotExist	~1~ n„o existe:`n~2~`n`nPor favor, seleccione um atalho v·lido.
lOopsOptionsPathTrayIcon	Ficheiro do Ìcone da ·rea de notificaÁ„o
lOopsOSVerrsionError	O ~1~ requer o Window 7 ou mais recente. Os utilizadores do Windows Vista e XP users devem usar o Folders Popup que È compatÌvel com essas versıes.`n`nDeseja visitar o site do Folders Popup?
lOopsSelectedItemDialogBoxes	N„o È possÌvel detectar o item seleccionado em caixas de di·logo.
lOopsSelectedItemTotalCommander	N„o È possÌvel detectar o item seleccionado nas janelas do Total Commander.
lOopsSortUpToSeparator	Ordena√ß√£o feita at√© o primeiro separador.
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Ocorreu um erro ao tentar abrir este favorito. Por favor, tente de novo...
lOopsUsageDbSQLiteMissing	Ficheiros de recursos do SQLite em falta:`n`n~1~`nN„o foi possÌvel construir os menus de Itens Frequentes.
lOopsWorkingFolderDisabled	N„o pode alterar a pasta DefiniÁıes quando o par‚metro da linha de comandos "/Working:" È usado.
lOopsWriteProtectedError	Parece que o ~1~ est· a ser executado de uma pasta PROTEGIDA CONTRA ESCRITA onde n„o pode ser criado o ficheiro de configuraÁ„o "~1~.ini".`n`nMova o ficheiro ~1~ .EXE para uma pasta NORMAL ‡ sua escolha e volte a execut·-lo dessa pasta.`n`nO ~1~ vai ser encerrado.
lOopsWrongThirdPartyPath	Atalho ou nome de ficheiro errados para ~1~:`n~2~.`n`nVerifique o ficheiro .exe seleccionado para ~1~ em "OpÁıes", separador "~3~".
lOopsWrongThirdPartyPathQAPconnect	Atalho ou nome de ficheiro errados para a aplicaÁ„o QAPconnect`n~1~:`n~2~.`n`nVerifique os valores para [~1~] em ~3~. Utilize o bot„o "~4~" em "OpÁıes", separador "~5~".
lOopsZipFileError	Parece que o ~1~ est· a ser executado directamente de um ficheiro .ZIP.`n`nDeve extrair o ficheiro ~1~ .EXE do ficheiro .ZIP para uma pasta ‡ sua escolha, antes de o executar.`n`nO ~1~ vai ser encerrado.
lOptionsAddAutoAtTop	Ao adicionar automaticamente, adicionar um favorito no...
lOptionsAddAutoBottomOfMenu	Fim do menu
lOptionsAddAutoTopOfMenu	InÌcio do menu
lOptionsAddCloseToDynamicMenus	Adicionar "Fechar" aos menus
lOptionsAdvancedLaunch	OpÁıes AvanÁadas de Carregamento
lOptionsAdvancedOther	OpÁıes AvanÁadas Diversas
lOptionsAlternativeMenuFeatures	Teclas de Atalho do Menu Alternativo
lOptionsAlternativeMenuFeaturesIntro	Gerir os atalhos que ir„o dar acesso ‡s funÁıes do menu Alternativo.
lOptionsAlternativeMenuShowNotification	Exibir NotificaÁ„o quando usar o Menu Alternativo
lOptionsAlternativeModifiers	Modificadores
lOptionsAlternativeTrayIcon	SubstituiÁ„o do Ìcone da ·rea de notificaÁ„o do QAP (ficheiro,Ìndice)
lOptionsBackupFolder	Ficheiro de definiÁıes da pasta cÛpia de seguranÁa
lOptionsCataloguePath	Cat·logo pasta raiz
lOptionsChangeFolderInDialog	Alterar pastas na caixa de di·logo com os atalhos de teclado e do rato principais do QAP
lOptionsChangeFolderInDialogCheckbox	Clique "OK" para confirmar que compreendeu as possÌveis consequÍncias do mau uso da funÁ„o de alterar pasta em caixas de di·logo "n„o de ficheiro".
lOptionsChangeFolderInDialogText	Active esta opÁ„o para permitir a navegaÁ„o em pasta em caixas de di·logo (Abrir, Guardar Como, etc.) mas, por favor, leia o seguinte aviso.`n`nDeve utilizar esta funÁ„o APENAS em caixas de di·logo "ficheiro". Se a usar em outros tipos de caixas de di·logo, por exemplo numa caixa de di·logo das "OpÁıes", tentar alterar a pasta pode modificar e guardar valores na caixa de di·logo, sem qualquer notificaÁ„o.
lOptionsChangeHotkey	Alterar
lOptionsCheck4Update	Procurar actualizaÁıes
lOptionsCheck4UpdateNow	verificar agora
lOptionsClipboardMaxSize	N„o actualizar o menu "¡rea de transferÍncia" se o seu tamanho for superior a:
lOptionsClipboardMaxSizeDefault	(padr„o 10000 bytes)
lOptionsControlDoublePressed	Abrir o menu principal com Ctrl + Ctrl (Tecla Ctrl pressionada duas vezes)
lOptionsControlDoublePressedLeft	Usando a tecla Control Esquerda
lOptionsControlDoublePressedRight	Usando a tecla Control Direita
lOptionsDatabase	Base de dados
lOptionsDisplayIcons	Exibir Õcones do Menu
lOptionsDisplayMenuShortcuts	Exibir Atalhos NumÈricos do Menu
lOptionsDisplayMenuShortcutsFromOne	Iniciar Atalhos do Menu Num√©rico em 1 (em vez de 0)
lOptionsEnableExternalMenusCatalogue	Activar Cat·logo de Menus Partilhados
lOptionsExclusionMouseList	Lista negra
lOptionsExclusionMouseListDescription	Lista negra ou lista branca do desencadeador do Rato [~1~]
lOptionsExclusionMouseListDetail1	Seleccione se o bot„o do rato pode ser usado em qualquer janela das aplicaÁıes com excepÁıes (lista negra) ou apenas em algumas aplicaÁıes (lista branca). Para adicionar uma aplicaÁ„o ‡ lista, introduza qualquer parte to tÌtulo da sua janela. Pode introduzir v·rias aplicaÁıes, uma por linha. Por exemplo, para ntroduzir o Chrome e o Word, introduza as duas linhas seguintes:`n`nGoogle Chrome`nMicrosoft Word
lOptionsExclusionMouseListDetail2	Quando o desencadeador do menu n·o for permitido numa aplicaÁ„o, o clique [~1~] È enviado para a janela alvo como se o QAP n„o estivesse em execuÁ„o. Pode tambÈm adicionar aplicaÁıes pelo nome da sua classe ou processo (nome do ficheiro EXE). Insira * (asterisco) antes do tÌtulo ou classe para tambÈm excluir (apenas lista negra) caixas de di·logo de aplicaÁıes. Mais em <a href="~2~">help</a>.
lOptionsExclusionMouseListWhitelist	Lista branca
lOptionsExplorerContextMenus	Activar os menus de contexto do Explorador do Windows
lOptionsFileManagerNavigateCurrent	a actual janela do ~1~
lOptionsFileManagerNavigateCurrentTab	o actual separador ~1~
lOptionsFileManagerNavigateIntro	Ao abrir o menu QAP fora do ~1~, abrir pastas em:
lOptionsFileManagerNavigateNew	nova janela do ~1~
lOptionsFileManagerNavigateNewTab	um novo separador ~1~
lOptionsFileManagers	Gestores de ficheiros
lOptionsFtpEncoding	Codificar utilizador e palavra-passe FTP (recomendado)
lOptionsFtpEncodingTC	Codificar utilizador e palavra-passe FTP (n„o recomendado para o Total Commander)
lOptionsGeneral	Geral
lOptionsGuiTitle	OpÁıes - ~1~ ~2~
lOptionsHotkeyRemindersFull	Exibir texto completo
lOptionsHotkeyRemindersNo	N„o exibir
lOptionsHotkeyRemindersPrompt	Lembretes de CombinaÁ„o e cadeia de substituiÁ„o no menu:
lOptionsHotkeyRemindersPromptHotstrings	Lembretes de cadeias de substituiÁ„o no menu:
lOptionsHotkeyRemindersPromptShortcuts	Lembretes de atalhos no menu:
lOptionsHotkeyRemindersShort	Exibir nomes abreviados
lOptionsHotstringsDefault	OpÁıes padr„o de cadeias de substituiÁ„o
lOptionsHotstringsDefaultSelect	Seleccionar
lOptionsIconReplacementList	SubstituiÁ„o de Ìcones do QAP
lOptionsIconReplacementListInstructions	Introduza as substituiÁıes de Ìcones do QAP, um por linha. Todas as linhas devem comeÁar com o nome do Ìcone QAP (p.e. "iconFolderLive"), seguido pelo sinal igual "=" e o "ficheiro,Ìndice" do Ìcone de substituiÁ„o. O "ficheiro,Ìndice" È o atalho para o ficheiro (.ico, .dll ou .exe) contendo o Ìcone e o Ìndice È a posiÁ„o do Ìcone neste ficheiro, p.e. "C:\Icons\MyFile.dll,1".
lOptionsIconSize	Tamanho dos Ìcones do menu
lOptionsIconsManageRows	Gerir linhas da janela de Ìcones (0 m·x. espaÁo disponÌvel)
lOptionsIconsRetrieveInFrequentMenus	Recuperar Ìcones ao actualizar menus de pastas e ficheiros Frequentes (evitar se alguns ficheiros estiverem frequentemente offline)
lOptionsLanguage	Idioma
lOptionsLanguageLabels	InglÍs|FrancÍs|Alem„o|Espanhol|Brasileiro|Italiano|PortuguÍs|HolandÍs|Korean|Simplified Chinese
lOptionsMenuActiveWindow	Canto superior esquerdo da janela activa
lOptionsMenuAdvanced	OÁıes AvanÁadas de Menus
lOptionsMenuAppearance	Aspecto dos Menus
lOptionsMenuFixPosition	Numa posiÁ„o fixa
lOptionsMenuIcons	Õcones dos Menus
lOptionsMenuNearMouse	Junto ao cursor do rato
lOptionsMenuPositionPrompt	Menu emergente:
lOptionsMouseAndKeyboard	Teclas de Atalho do menu
lOptionsMoveWorkingFolderTitle	Alterar LocalizaÁ„o da Pasta DefiniÁıes
lOptionsMoveWorkingFolderType	Deseja copiar as suas definiÁıes actuais para esta nova localizaÁ„o:`n`n~1~`n`nSe seleccionar COPIAR, o ~2~ ser· reiniciado com as suas definiÁıes actuais COPIADAS para a nova localizaÁ„o.`n`nSe seleccionar NOVA, o ~2~ ser· reiniciado com as definiÁıes j· existentes (ou criadas) nesta NOVA LOCALIZA«√O.
lOptionsNbLiveFolderItemsMax	N∫ m·ximo de itens em pastas Live:
lOptionsNbLiveFolderItemsMaxDefault	(padr„o 500 itens)
lOptionsOpenFavoritesOnActiveMonitor	Num sistema multi-monitor, abrir sempre a janela do Explorador no monitor activo
lOptionsOpenMenuOnTaskbar	Abrir menu ao clicar na barra de tarefas
lOptionsOpenSettingsOnActiveMonitor	Abrir a janela "Personalizar" no monitor Activo
lOptionsOtherOptions	Geral
lOptionsPopupFixPositionX	PosiÁ„o X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeys	Teclas de atalho emergentes
lOptionsPopupHotkeysAlternative	Teclas de atalho do Menu Alternativo
lOptionsPopupHotkeyTitles	Quick Access Popup Bot„o do rato|Quick Access Popup Atalho teclado|Menu Alternativo Bot„o do rato|Menu Alternativo Atalho teclado
lOptionsPopupHotkeyTitlesSub	Este bot„o do rato mostra o menu em toda a parte (excepto nas <a>aplicaÁıes excluÌdas</a>) e abre os seus favoritos ou navega para a sua pasta.|Esta tecla de atalho mostra o menu em toda a parte e abre os seus favoritos ou navega para a sua pasta.|Este bot„o do rato exibe um menu aternativo disponibilizando diversas funÁıes. Este menu pode ser aberto em toda a parte (sem excepÁıes).|Esta tecla de atalho exibe um menu aternativo disponibilizando diversas funÁıes. Este menu pode ser aberto em toda a parte.
lOptionsPopupMenu	Menu Emergente
lOptionsQAPTempFolder	Pasta Tempor·ria
lOptionsQuickAddSnippetSubmenu	Sub-menu para ~1~
lOptionsRecentFolders	N˙mero de itens em menus
lOptionsRecentFoldersPrompt	Itens Recentes e Menus Frequentes:
lOptionsRefreshedMenusAttached	Anexar todos os menus din√¢micos ao menu principal do QAP
lOptionsRefreshedMenusAttachedInfo	Se activar esta opÁ„o, pode ocorrer um ligeiro atraso na actualizaÁ„o (dependendo da configuraÁ„o do seu sistema) cada vez que exibir o menu emergente.`n`nA duraÁ„o do atraso depende do tempo que o Windows leva a fornecer a informaÁ„o de actualizaÁ„o necess·ria para a construÁ„o do menu (lista de itens recentes e espaÁo disponÌvel nas unidades actuais). Esta duraÁ„o pode variar em cada caso.`n`nSe desactivar esta opÁ„o, os menus "~1~", "~2~", "~3~", "~4~" e "~5~" ser„o actualizados apenas a pedido e exibidos separadamente do menu principal.
lOptionsRefreshQAPconnectList	Actualizar lista de programas
lOptionsRefreshQAPMenuDebugBeep	Bipar antes e depois de actualizar (depuraÁ„o)
lOptionsRefreshQAPMenuIntervalSec	Intervalo entre actualizaÁıes em segundos`n(recomendado 300 segundos ou mais)
lOptionsRefreshQAPMenuTitle	Activar actualizaÁ„o agendada do Menu QAP
lOptionsRefreshWindowsAppsListAtStartup	Actualizar a lista de Apps Windows em cada arranque
lOptionsRememberSettingsPosition	Lembrar posiÁ„o da janela "Personalizar"
lOptionsRunAsAdmin	Executar como administrador
lOptionsRunAsAdminAlert	Alerta: Executar o ~1~ em modo Administrador pode provocar resultados inesperados ao carregar programas que possam estar infectados com cÛdigos maliciosos. Isso pode permitir a esses programas a aquisiÁ„o de previlÈgios de administrador e infectarem ou controlarem o seu computador. Tenha cuidado ao executar o ~1~ em modo Administrador.
lOptionsRunAsAdminChanged	Nova definiÁ„o "Executar como administrador" guardada. Sair do ~1~ recarreg·-lo para activar a nova definiÁ„o (n„o reiniciar apenas).
lOptionsRunAsAdminShort	admin
lOptionsRunAtStartup	Executar no Arranque
lOptionsSelectBackupFolder	Selecciona o ficheiro de definiÁıes da pasta cÛpia de seguranÁa
lOptionsSelectCatalogueRoot	Seleccionar a pasta raiz do Cat·logo de Menus Partilhados
lOptionsSelectQAPTempFolder	Criar a Pasta Tempor·ria em:
lOptionsSelectWorkingFolder	Guardar definiÁıes em que pasta?
