lAboutText1	~1~ ~2~ (~3~ bits)
lMenuColumnBreak	coluna
lMenuCommonAppData	Dados de Aplicativos Comuns
lMenuCommonDesktop	¡rea de Trabalho Comum
lMenuCommonStartMenu	Menu Iniciar Comum
lMenuCommonStartupMenu	Menu Inicializar Comum
lMenuContainerInGui	Favoritos na janela Personalizar
lMenuContainerInGuiDescription	Exibir um menu com os favoritos exibidos na janela Personalizar, incluindo quando ele conter um resultado de pesquisa. Nos resultados da pesquisa, nomes d menu duplicados s„o anexados com o sufixo "[!]" para torn·-los ˙nicos.
lMenuCookies	Cookies
lMenuCopyLocation	Copiar Caminho ou URL do Favorite
lMenuCurrentFolders	Reabrir Pasta
lMenuCurrentFoldersDescription	Exibe um menu din‚mico mostrando as pastas j· abertas em janelas do Windows Explorer e Directory Opus. Este menu È atualizado a cada vez que vocÍ abre o menu do QAP.`n`nReabrir uma Pasta È particularmente ˙til quando vocÍ est· em uma caixa de di·logo de arquivo e quer abrir um arquivo em uma pasta j· aberta em outra janela. Veja tambÈm "Reabrir Pasta Atual na Caixa de Di·logo".
lMenuDesktop	¡rea de Trabalho
lMenuDownloads	Downloads
lMenuDrives	Discos
lMenuDrivesDescription	Exibe um menu din‚mico mostrando as unidades em seu sistema com rÛtulo, espaÁo livre, capacidade e um Ìcone para mostrar o tipo de unidade.`n`nEste menu È atualizado a cada vez que vocÍ abre o menu do QAP.
lMenuDrivesSpace	(~1~ GB livre(s) / ~2~ GB)
lMenuDynamicMenus	No Trabalho
lMenuEditIniFile	Editar ~1~
lMenuEditIniFileDescription	Edite o arquivo atual (.ini) de configuraÁıes do Quick Access Popup.
lMenuExitApp	Sair do ~1~
lMenuExitAppDescription	Fecha o Quick Access Popup, liberando todos os disparadores e atalhos de menu do mouse ou teclado atribuÌdos aos favoritos.
lMenuExternalCatalogue	Adicionar menu de favoritos compartilhados do cat·logo
lMenuExternalCatalogueDescription	Adiciona ao seu menu um menu compartilhado do Cat·logo de Menus Compartilhados, um repositÛrio de arquivos de configuraÁ„o de favoritos gerenciado pelos administradores do menu ou por outros membros do grupo de trabalho.`n`nVocÍ pode selecionar um arquivo de menu Compartilhado existente do repositÛrio, adicionar um menu compartilhado n„o presente no cat·logo ou criar um novo menu compartilhado.
lMenuFavorite	Favorito
lMenuFile	Arquivo
lMenuFonts	Fontes
lMenuGetWinInfo	Obter informaÁıes da janela
lMenuGetWinInfoDescription	Ajuda a identificar uma janela que vocÍ deseja excluir o atalho do mouse do menu do QAP.`n`nEste recurso solicitar· que vocÍ clique na janela de destino com o atalho do menu do QAP (por padr„o, bot„o do meio do mouse) e copie o tÌtulo da janela e nome da classe em sua ¡rea de TransferÍncia.`n`nVeja "Lista de Exclusıes" na aba "Mais" na caixa de di·logo "OpÁıes" para explicaÁıes completas.
lMenuHelp	Ajuda
lMenuHistory	HistÛrico
lMenuLastAction	Repetir ⁄ltima AÁ„o
lMenuLastActionDescription	Adiciona um item rotulado "Repetir ⁄ltima AÁ„o" ao seu menu. Quando vocÍ selecionar este item do menu, ele reabre o ˙ltimo favorito que vocÍ abriu.`n`nO rÛtulo deste recurso sempre ser· "Repetir ⁄ltima AÁ„o" (limitaÁ„o do QAP). VocÍ precisa lembrar qual foi a ˙ltima aÁ„o selecionada.
lMenuLastActions	Repetir ⁄ltimas AÁıes
lMenuLastActionsDescription	Exibe um menu din‚mico contendo os 10 favoritos mais recentes que vocÍ iniciou.`n`nVocÍ pode configurar o n˙mero de itens neste menu em "OpÁıes", aba "Menu".`n`nItens neste menu s„o classificados pelo mais recente usado primeiro. Quando vocÍ reabrir um item, sua entrada È movido para o inÌcio do menu.
lMenuListApplications	Listar Aplicativos do Windows
lMenuListApplicationsDescription	Lista o tÌtulo, caminho do processo e outras propriedades da janela em execuÁ„o. DÍ um duplo clique em uma janela para exibir uma caixa de di·logo onde vocÍ pode alternar para a janela ou fech·-la.
lMenuMenu	Menu
lMenuMyMusic	Minhas M˙sicas
lMenuMyQAPMenu	Meus Essenciais do QAP
lMenuMySnippetsMenu	Meus Recortes
lMenuMySpecialMenu	Minhas Pastas Especiais
lMenuMyVideo	Meus VÌdeos
lMenuMyWindowsAppsMenu	Meus Aplicativos do Windows
lMenuNoCurrentFolder	Nenhuma pasta aberta atualmente...
lMenuOpenBackupDirectory	Abrir Pasta de Backup das Configura√ß√µes do QAP
lMenuOpenWorkingDirectory	Abrir Pasta de ConfiguraÁıes do QAP
lMenuOptions	OpÁıes
lMenuPictures	Imagens
lMenuPopularFiles	Arquivos
lMenuPopularFolders	Pastas
lMenuPopularMenusDescription	Exibe um menu din‚mico mostrando os ~1~ usados com mais frequÍncia como coletado pelo Windows e usado no QAP. Este menu È atualizado toda vez que o menu do QAP È aberto.
lMenuPopularMenusFiles	Arquivos Frequentes
lMenuPopularMenusFolders	Pastas Frequentes
lMenuPopularMenusWillImprove	Este menu ir· melhorar conforme usar o ~1~...
lMenuProgramFiles	Arquivos de Programas
lMenuProgramsFolderStartMenu	Pasta de Programas (Menu Iniciar)
lMenuPublicLibraries	Bibliotecas P˙blicas
lMenuQuickLaunch	InicializaÁ„o R·pida
lMenuRecentFiles	Arquivos Recentes
lMenuRecentFilesDescription	Exibe um menu din‚mico contendo os 10 documentos mais recentes usados como registrado pelo Windows em sua pasta virtual "Itens recentes". VocÍ pode configurar o n˙mero de itens deste menu em "OpÁıes", aba "Menu".`n`nItens neste menu s„o classificados pelo arquivo mais recente primeiro, como registrado pelo Windows.
lMenuRecentFolders	Pastas Recentes
lMenuRecentFoldersDescription	Exibe um menu din‚mico contendo as 10 pastas mais recentes abertas como registrado pelo Windows em sua pasta virtual "Itens recentes". VocÍ pode configurar o n˙mero de itens deste menu em "OpÁıes", aba "Menu".`n`nItens neste menu s„o classificados pela pasta mais recente primeiro, como registrado pelo Windows.
lMenuRecentItems	Itens Recentes
lMenuRefreshMenu	Atualizar Pastas Ativas e menus Compartilhados
lMenuRefreshMenuDescription	Atualiza sob demanda os menus de "Pastas ativas". Esta aÁ„o tambÈm pode ser executada repetidamente entrando um intervalo (em segundos) em "AtualizaÁ„o agendada de menu do QAP" da aba "Menu" nas janelas de "OpÁıes".`n`nDurante o curto (dependendo do n˙mero de pastas ativas ou menus compartilhados) tempo de atualizaÁ„o, o menu do QAP ficar· indisponÌvel.
lMenuReload	Reiniciar
lMenuReloadDescription	Reinicia o Quick Access Popup.`n`nCertifique-se de salvar as alteraÁıes na janela "Personalizar" antes de reiniciar o QAP.
lMenuReopenCurrentFolder	Reabrir Pasta Atual na Caixa de Di·logo
lMenuReopenCurrentFolderDescription	Altera a pasta em caixas de di·logo de arquivo para a pasta ativa atualmente no Windows Explorer.`n`nPara usar este recurso, a opÁ„o "Alterar pasta na caixa de di·logo..." deve estar marcada em "OpÁıes", aba "Geral".
lMenuReopenInNewWindow	Reabrir Pasta Atual a partir da Caixa de Di·logo
lMenuReopenInNewWindowDescription	Reabre a pasta atual em uma nova janela do Explorer (tambÈm no Directory Opus ou Total Commander). ⁄til quando vocÍ quer abrir a pasta em que est· navegando em uma caixa de di·logo de arquivo em uma janela do Explorer.
lMenuResetQAPSpecialDefaultNames	Redefinir Nomes Padr„o de Recursos do QAP e Pastas Especiais
lMenuRestoreSettingsWindowPosition	Restaurar posiÁ„o da janela "Personalizar"
lMenuRestoreSettingsWindowPositionDescription	Restaura o tamanho e a posiÁ„o da janela "Personalizar" para o centro da tela principal.
lMenuRunAtStartup	Executar na InicializaÁ„o
lMenuSearchOrder	Ordem de pesquisa original
lMenuSelectAll	Selecionar todos os itens
lMenuSettings	Personalizar
lMenuSettingsDescription	Exibe a janela "Personalizar" onde vocÍ pode personalizar seu menu popup do QAP, gerenciar seus favoritos e definir v·rias opÁıes.`n`nPor padr„o, este recurso È incluÌdo no menu Principal.
lMenuStartMenu	Menu Iniciar
lMenuStartup	InicializaÁ„o
lMenuSuspendHotkeys	Teclas de Atalho de Suspens„o
lMenuSwitchFolderOrApp	Janelas Atuais
lMenuSwitchFolderOrAppDescription	Exibe um menu din‚mico em duas pastes:`n1) as pastas j· abertas em janelas do Windows Explorer e Directory Opus`n2) os aplicativos atualmente em execuÁ„o no seu sistema (iniciando pela janela ativada mais recente).`n`nQuando vocÍ selecionar um item, sua janela È automaticamente enviada para a frente.`n`nEste menu È atualizado  a cada vez que o menu do QAP È aberto.
lMenuSwitchSettings	Mudar arquivo de ConfiguraÁıes
lMenuSwitchSettingsDefault	Mudar para o arquivo de configuraÁıes padr„o
lMenuSwitchSettingsDefaultDescription	Reinicia o Quick Access Popup com o arquivo de ConfiguraÁıes em seu local padr„o.`n`nSe vocÍ instalou o QAP usando o procedimento de "instalaÁ„o em um passo", o local padr„o È a pasta do Usu·rio (por exemplo: "C:\Users\Jean\AppData\Roaming\Quick Access Popup").`n`nSe vocÍ preferiu a instalaÁ„o da vers„o port·til, o local padr„o È onde o programa QuickAccessPopup.exe est· sendo executado.
lMenuSwitchSettingsDescription	Seleciona outro arquivo de configuraÁıes do QAP  e reinicia o Quick Access Popup com estas configuraÁıes (incluindo favoritos e v·rias opÁıes).`n`nCertifique-se de salvar as alteraÁıes em "Personalizar" antes de reiniciar o QAP.
lMenuSystemCertificates	Certificados do Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Arquivos Tempor·rios
lMenuTools	Ferramentas
lMenuUpdate	Verificar atualizaÁ„o
lMenuUpdateDescription	Verifique no site do Quick Access Popup se uma nova vers„o est· disponÌvel.
lMenuUserFolder	Pasta do Usu·rio
lMenuUserPinned	Fixado pelo Usu·rio
lMenuWindowAlwaysonTop	Janela Sempre no Topo
lMenuWindowAlwaysonTopDescription	Define a propriedade "Sempre no Topo" da janela atual como ativada ou desativada (alternar)
lMessengerCloseQAPSettings	Uma janela de configuraÁıes ~1~ È aberta, possivelmente com alteraÁıes n„o salvas.`n`nPor favor, feche a janela de configuraÁıes antes de usar este menu de contexto.
lMessengerDoNotRun	N„o execute o ~1~ diretamente. VocÍ pode:`n`n- clicar com o bot„o direito do mouse em um arquivo ou Ìcone de pasta no Explorer para adicion·-los ao menu`n- clicar com o bot„o direito do mouse no fundo da janela do Explorer para adicionar a pasta atual`n- clicar com o bot„o direito no plano de fundo da ·rea de trabalho para abrir o menu.`n`nCertifique-se de que o ~2~ foi executado antes de usar seus menus de contexto. Veja a caixa de marcaÁ„o "Menus de contexto" na janela de "OpÁıes" ~2~.
lMessengerError	Ocorreu um erro.`n`nCerifique-se de que o ~1~ est· em execuÁ„o antes de usar seus menus de contexto.
lMessengerHelp	Pesquise por "Messenger" em www.QuickAccessPopup.com para ajuda.
lNavigateFileError	Ocorreu um erro ao abrir a pasta:`n~1~.
lNavigateSpecialError	Ocorreu um erro ao abrir a pasta especial #~1~.
lOopsAddThisFolderTip	Para melhores resultados com o comando "Adicionar Pasta Ativa ou P·gina da Web":`n`n1) Ative a janela ~1~ contendo a pasta ou link para adicionar ao seu menu.`n2) Abra o menu popup menu usando ~2~.`n3) Selecione "Adicionar Pasta Ativa ou P·gina da Web" e salve seu novo favorito.
lOopsAlternativeMenuModifiersDuplicates	O Modificador do Menu Alternativo "~1~" √© usado duas vezes.`n`nPor favor, certifique-se de que cada modificador √© usado somente uma vez.
lOopsAlternativeNotSupported	O comando do menu Alternativo "~1~" n√£o √© suportado para favoritos do tipo "~2~".
lOopsAmpersandInName	O 'e' comercial "&" em nomes do menu do Windows È usado para definir atalhos de teclado. Para exibir um 'e' comercial no nome do menu, entre "&&".`n`nPara mais informaÁıes, pesquise "ampersand" no FAQ do site do QAP.
lOopsCannotCopyFavorite	Favoritos do tipo "~1~" n„o podem ser copiados.
lOopsCannotMoveToSelf	VocÍ n„o pode mover favoritos para o seu local atual. Por favor, selecione outro destino.
lOopsChangeFolderInDialogAlert	Deseja alterar a pasta nesta caixa de di·logo? Para poder navegar dentro de uma caixa de di·logo, vocÍ precisa habilitar uma opÁ„o no grupo de opÁıes "Geral").`n`nDeseja abrir a janela de OpÁıes?
lOopsContainerInGui	O menu din‚mico "~1~" somente pode ser inserido no menu: ~2~
lOopsCouldNotOpenSpecialFolder	O ~1~ n„o pÙde abrir a pasta especial: "~2~".
lOopsEmpty	vazio
lOopsErrorIniFileDisplayErrorMessage	Exibir esta mensagem de erro novamente para este Menu Compartilhado?
lOopsErrorIniFileModified	Este menu compartilhado foi modificado desde que foi carregado. O menu ser· atualizado mas a sua ˙ltima alteraÁ„o n„o pode ser salva.
lOopsErrorIniFileReadOnly	Este arquivo de configuraÁıes de menu compartilhado ou este local È SOMENTE LEITURA.
lOopsErrorIniFileRetry	Se o arquivo de configuraÁıes est· em uma unidade de rede, tente recarregar o ~1~ quando a unidade de rede estiver disponÌvel.
lOopsErrorIniFileUnavailable	Este arquivo de configuraÁıes do menu externo est· indisponÌvel
lOopsErrorReadingIniFile	Ocorreu um erro ao tentar ler o arquivo de configuraÁıes:
lOopsExternalFileWriteError	Ocorreu um erro ao tentar acessar o arquivo de configuraÁıes do menu compartilhado:`n~1~.`n`nVerifique se este arquivo ou pasta È somente leitura.
lOopsExternalFileWriteErrorCollaborative	VocÍ n„o pode editar o conte˙do deste menu Compartilhado. Se vocÍ acha que teve ter acesso, entre em contato com o administrador do sistema.
lOopsExternalNotAllowedUnderExternal	Menus compartilhados n„o s„o permitidos dentro de outros menus Compartilhados. Por favor, selecione outro menu pai na aba "OpÁıes do Menu".
lOopsExternalReadOnlyAlert	Menus compartilhados do tipo "Centralizado" somente podem ser editados pelo(s) usu·rio(s) no campo "~1~" (ou abrindo o arquivo ini no disco compartilhado usando um editor de texto).`n`nSeu nome de usu·rio È: "~2~".`nO nome do computador È: "~3~".
lOopsExternalReadOnlyAlertUsernameAdded	Seu nome de usu·rio foi adicionado automaticamente ‡ lista de "Usu·rios com acesso de escrita".
lOopsExternalSelectType	Por favor, selecione o tipo de menu Compartilhado na aba "Menu compartilhado".
lOopsExternalUnderExternalError	O seguinte menu compartilhado inclui um menu compartilhado:`n~1~`n`nMenus compartilhados n√£o podem incluir submenus compartilhados. Por favor, edite este menu compartilhado para remover o seu submenu compartilhado.
lOopsFavoritesCopied	~1~ favoritos copiados.
lOopsFileExpandedFrom	Expandido de
lOopsFileNotFound	Este local n„o existe
lOopsFirstEnterUrl	Primeiro, entre um endereÁo no campo "~1~".
lOopsFtpLocationProtocol	O local FTP deve comeÁar com "ftp://".
lOopsHotkeyAlreadyUsed	O atalho "~1~" j· est· sendo usado por ~2~.`n`nPor favor, escolha outra tecla para ~3~.
lOopsHotkeyObjectNotFound	~1~ n„o pÙde localizar o favorito associado ao ~2~ "~3~".`n`nEsta pode ser uma situaÁ„o tempor·ria. Tente reiniciar o ~1~.
lOopsHotstringTriggerTooLong	Disparador da string de substituiÁ„o muito longo. Disparadores de strings de substituiÁ„o n„o podem ter mais do que 40 caracteres.
lOopsHttpLocationTransformed	O local HTTP (formato URL) foi transformado em um caminho de rede (formato UNC) para compatibilidade com o Windows:`n`n~1~`n~2~
lOopsInvalidWinCmdIni	Arquivo de configuraÁ„o "wincmd.ini" do Total Commander n„o encontrado.`n`nSelecione o arquivo em "OpÁıes", aba "Gerenciadores de arquivos".
lOopsInvalidWindowPosition	Valor(es) inv·lido(s) da posiÁ„o da janela
lOopsJLiconsError	Õcone da ·rea de notificaÁ„o do QAP n„o encontrado. Veja se vocÍ atualizou o arquivo JLicons.dll para ~1~.
lOopsLaunchWithNotFound	Arquivo "Iniciar com este aplicativo" n„o encontrado:`n`n~1~`n`nVerifique as configuraÁıes avanÁadas do favorito.
lOopsMaxLiveFolder	O n˙mero m·ximo de itens em pastas Ativas (~1~) foi excedido. Por favor, diminua o n˙mero de nÌveis de pastas Ativas.`n`nVocÍ tambÈm pode atingir este limite, mas seja cuidadoso: um n˙mero muito grande pode ocasionar resultados imprevistos. Edite o valor em "OpÁıes", seÁ„o "OpÁıes AvanÁadas do Menu".
lOopsMenuExternalCentralized	menu compartilhado centralizado
lOopsMenuExternalCollaborative	menu compartilhado colaborativo
lOopsMenuExternalPersonalChangedBy	Este menu compartilhado pessoal est· sendo EDITADO ou possui alteraÁıes N√O SALVAS no computador: ~1~.`n`nSe vocÍ salvar alteraÁıes neste menu aqui, as alteraÁıes n„o salvas no  outro computador ser„o perdidas e pode deve cancelar estas alteraÁıes ao retornar para aquele computador.
lOopsMenuExternalReservedBy	Este ~1~ est· RESERVADO pelo usu·rio: ~2~.`n`nAguarde este usu·rio liberar o menu compartilhado ou contate o administrador do sistema.
lOopsMultipleContainersError	Menus, grupos e menus compartilhados somente podem ser movidos individualmente. Estes itens ser„o ignorados.
lOopsNotAdmin	~1~ n„o pÙde ser iniciado como Administrador.`n`nEle est· sendo executado como Normal.
lOopsOptionsPathNotExist	~1~ n„o existe:`n~2~`n`nPor favor, selecione um caminho v·lido.
lOopsOptionsPathTrayIcon	Arquivo de Ìcone da ¡rea de NotificaÁ„o
lOopsOSVerrsionError	O ~1~ necessita do Window 7 ou sistema operacional mais recente. Usu·rios do Windows Vista e XP podem usar o Folders Popup, que È compatÌvel com estas versıes.`n`nDeseja visitar o site do Folders Popup?
lOopsSelectedItemDialogBoxes	O item selecionado n„o pÙde ser detectado nas caixas de di·logo.
lOopsSelectedItemTotalCommander	O item selecionado n„o pÙde ser detectado nas janelas do Total Commander.
lOopsSortUpToSeparator	Classifica√ß√£o feita at√© o primeiro separador.
lOopsTitle	~1~ (~2~)
lOopsUnknownTargetAppName	Ocorreu um erro ao tentar abrir este favorito. Por favor, tente novamente...
lOopsUsageDbSQLiteMissing	Arquivos de recursos SQLite faltando:`n`n~1~`nN„o foi possÌvel criar os menus de Itens Frequentes.
lOopsWorkingFolderDisabled	VocÍ n„o pode alterar a Pasta de ConfiguraÁıesYou quando o par‚metro "/Working:" da linha de comando est· sendo usado.
lOopsWriteProtectedError	Parece que o ~1~ est· sendo executado de uma pasta PROTEGIDA CONTRA GRAVA«√O onde o arquivo de configuraÁ„o "~1~.ini" n„o pode ser criado.`n`nMova o arquivo EXE do ~1~ para uma pasta REGULAR de sua escolha e execute-o novamente desta pasta.`n`nO ~1~ ir· fechar.
lOopsWrongThirdPartyPath	Caminho ou nome de arquivo incorreto para ~1~:`n~2~.`n`nVerifique o arquivo EXE selecionado para ~1~ em "OpÁıes", aba "~3~".
lOopsWrongThirdPartyPathQAPconnect	Caminho ou nome de arquivo incorreto para aplicativo QAPconnect`n~1~:`n~2~.`n`nVerifique os valores para [~1~] em ~3~. Use o bot„o "~4~" em "OpÁıes", aba "~5~".
lOopsZipFileError	Parece que o ~1~ est· sendo executado a partir do arquivo ZIP.`n`nVocÍ deve extrair o execut·vel EXE do ~1~ no arquivo ZIP para uma pasta de sua escolha antes de execut·-lo.`n`nO ~1~ ir· fechar.
lOptionsAddAutoAtTop	Ao adicionar automaticamente, adicionar um favorito no...
lOptionsAddAutoBottomOfMenu	Final do menu
lOptionsAddAutoTopOfMenu	InÌcio do menu
lOptionsAddCloseToDynamicMenus	Adicionar "Fechar" aos menus
lOptionsAdvancedLaunch	Iniciar OpÁıes AvanÁadas
lOptionsAdvancedOther	V·rias OpÁıes AvanÁadas
lOptionsAlternativeMenuFeatures	Teclas de Atalho do Menu Alternativo
lOptionsAlternativeMenuFeaturesIntro	Gerencie os atalhos que ir„o disparar os recursos do menu Alternativo.
lOptionsAlternativeMenuShowNotification	Exibir NotificaÁıes ao usar o Menu ALternativo
lOptionsAlternativeModifiers	Modificadores
lOptionsAlternativeTrayIcon	SubstituiÁ„o do Ìcone do QAP da ¡rea de NotificaÁ„o (arquivo,Ìndice)
lOptionsBackupFolder	Pasta de backup do arquivo principal de configuraÁıes
lOptionsCataloguePath	Pasta raiz do cat·logo
lOptionsChangeFolderInDialog	Altere as pastas na caixa de di·logo com as teclas de atalho principais do mouse e teclado do QAP
lOptionsChangeFolderInDialogCheckbox	Clique "OK" para confirmar as possÌveis consequÍncias do mau uso do recurso 'alterar pasta' nas caixas de di·logo "n„o-arquivo".
lOptionsChangeFolderInDialogText	ATIVE esta opÁ„o para habilitar a navegaÁ„o por pastas em caixas de di·logo (Abrir, Salvar Como, etc.) mas, por favor, leia o seguinte aviso.`n`nVocÍ deve usar este recurso SOMENTE em caixas de di·logo de "arquivo". Se vocÍ us·-lo em outros tipos de caixas de di·logo, por exemplo, em uma caixa de di·logo "OpÁıes", tentar alterar a pasta pode modificar e salvar valores na caixa de di·logo sem nenhuma notificaÁ„o.
lOptionsChangeHotkey	Alterar
lOptionsCheck4Update	Verificar atualizaÁıes
lOptionsCheck4UpdateNow	verificar agora
lOptionsClipboardMaxSize	N„o atualizar menu "¡rea de TransferÍncia" se o tamanho for maior que:
lOptionsClipboardMaxSizeDefault	(padr„o: 10000 bytes)
lOptionsControlDoublePressed	Abrir menu principal ao pressionar Ctrl + Ctrl (tecla Control pressionada duas vezes)
lOptionsControlDoublePressedLeft	Usando tecla Control esquerda
lOptionsControlDoublePressedRight	Usando tecla Control direita
lOptionsDatabase	Banco de dados
lOptionsDisplayIcons	Exibir Õcones do Menu
lOptionsDisplayMenuShortcuts	Exibir Atalhos NumÈricos de Menu
lOptionsDisplayMenuShortcutsFromOne	Iniciar Atalhos de Menu NumÈrico em 1 (ao invÈs de 0)
lOptionsEnableExternalMenusCatalogue	Habilitar o Cat·logo de Menus Compartilhados
lOptionsExclusionMouseList	Lista Negra
lOptionsExclusionMouseListDescription	Lista Negra ou Branca do disparador do Mouse [~1~]
lOptionsExclusionMouseListDetail1	Selecione se o bot„o do mouse pode ser usado em qualquer janela de aplicativo com exceÁıes (lista negra) ou somente em alguns aplicativos (lista branca). Para adicionar um aplicativo ‡ lista, entre qualquer parte do tÌtulo de sua janela. VocÍ pode entrar m˙ltiplos aplicativos, um por linha. Por exemplo, para entrar o Chrome ou Word, entre as seguintes duas linhas:`n`Google Chrome`nMicrosoft Word
lOptionsExclusionMouseListDetail2	Quando o disparador do menu n„o È permitido em um aplicativo, o clique {~1~} È enviado para a janela de destino, como se o QAP n„o estivesse em execuÁ„o. VocÍ tambÈm pode adicionar aplicativos pelo nome da sua classe ou nome do processo (nome do arquivo EXE). Prefixe o tÌtulo ou classe com * (asterisco) para excluir tambÈm caixas de di·logo de aplicativos (somente lista negra). Mais <a href="~2~">ajuda</a>.
lOptionsExclusionMouseListWhitelist	Lista Branca
lOptionsExplorerContextMenus	Habilitar menus de contexto do Windows Explorer
lOptionsFileManagerNavigateCurrent	a janela ~1~ atual
lOptionsFileManagerNavigateCurrentTab	a aba ~1~ atual
lOptionsFileManagerNavigateIntro	Ao abrir o menu do QAP fora do ~1~, abrir pastas em:
lOptionsFileManagerNavigateNew	uma nova janela ~1~
lOptionsFileManagerNavigateNewTab	uma nova aba ~1~
lOptionsFileManagers	Gerenciadores de Arquivos
lOptionsFtpEncoding	Criptografar usu·rio e senha FTP (recomendado)
lOptionsFtpEncodingTC	Criptografar usu·rio e senha FTP (n„o recomendado para o Total Commander)
lOptionsGeneral	Geral
lOptionsGuiTitle	OpÁıes - ~1~ ~2~
lOptionsHotkeyRemindersFull	Exibir texto completo
lOptionsHotkeyRemindersNo	N„o exibir
lOptionsHotkeyRemindersPrompt	Lembretes de atalho e string de substituiÁ„o no menu:
lOptionsHotkeyRemindersPromptHotstrings	Lembretes de strings de substituiÁ„o no menu:
lOptionsHotkeyRemindersPromptShortcuts	Lembretes de atalho no menu:
lOptionsHotkeyRemindersShort	Exibir abreviado
lOptionsHotstringsDefault	OpÁıes padr„o de strings de substituiÁ„o
lOptionsHotstringsDefaultSelect	Selecionar
lOptionsIconReplacementList	SubstituiÁıes de Õcones do QAP
lOptionsIconReplacementListInstructions	Entre as substituiÁıes de Ìcones do QAP, um por linha. Cada linha deve iniciar com o nome do Ìcone do QAP (ex.: "iconFolderLive"), seguido pelo sinal de igual "=" e o "arquivo,Ìndice" do Ìcone de substituiÁ„o. O "arquivo,Ìndice" È o caminho para o arquivo (.ico, .dll ou .exe) contendo o Ìcone e o Ìndice È a posiÁ„o do Ìcone neste arquivo, ex.: "C:\Õcones\Arquivo.dll,1".
lOptionsIconSize	Tamanho dos Ìcones no menu
lOptionsIconsManageRows	Linhas da janela 'Gerenciar Õcones' (0 para espaÁo m·ximo disponÌvel)
lOptionsIconsRetrieveInFrequentMenus	Recuperar Ìcones ao atualizar os menus de arquivos e pastas Frequentes (evite se alguns aquivos est„o offline com frequÍncia)
lOptionsLanguage	Idioma
lOptionsLanguageLabels	InglÍs|FrancÍs|Alem„o|Espanhol|PortuguÍs (Brasil)|Italiano|PortuguÍs|HolandÍs|Korean|Simplified Chinese|Russian
lOptionsMenuActiveWindow	Canto superior esquerdo da janela ativa
lOptionsMenuAdvanced	OpÁıes AvanÁadas de Menus
lOptionsMenuAppearance	AparÍncia dos Menus
lOptionsMenuFixPosition	Em uma posiÁ„o fixa
lOptionsMenuIcons	Õcones do Menu
lOptionsMenuNearMouse	PrÛximo do ponteiro do mouse
lOptionsMenuPositionPrompt	Abrir o menu:
lOptionsMouseAndKeyboard	Teclas de atalho do menu
lOptionsMoveWorkingFolderTitle	Alterar Local da Pasta de ConfiguraÁıes
lOptionsMoveWorkingFolderType	Deseja copiar suas configuraÁıes atuais para este local:`n`n~1~`n`nSe vocÍ selecionar COPIAR, o ~2~ ser· recarregado com suas configuraÁıes atuais COPIADAS para novo local.`n`nSe vocÍ selecionar NOVO, o ~2~ ser· recarregado com as configuraÁıes j· encontradas (ou criadas) neste NOVO LOCAL.
lOptionsNbLiveFolderItemsMax	N˙mero m·ximo de itens nas pastas Ativas:
lOptionsNbLiveFolderItemsMaxDefault	(padr„o: 500 itens)
lOptionsOpenFavoritesOnActiveMonitor	Em um sistema de v·rios monitores, abrir sempre a janela do Explorer no monitor ativo
lOptionsOpenMenuOnTaskbar	Abrir menu ao clicar na barra de tarefas
lOptionsOpenSettingsOnActiveMonitor	Abrir janela "Personalizar" no monitor Ativo
lOptionsOtherOptions	Geral
lOptionsPopupFixPositionX	PosiÁ„o X:
lOptionsPopupFixPositionY	Y:
lOptionsPopupHotkeys	Teclas de atalho Popup
lOptionsPopupHotkeysAlternative	Teclas de atalho do Menu Alternativo
lOptionsPopupHotkeyTitles	Bot„o do Mouse do Quick Access Popup|Atalho de Teclado do Quick Access Popup|Bot„o do Mouse do Menu Alternativo|Atlaho de Teclado do Menu Alternativo
lOptionsPopupHotkeyTitlesSub	Este bot„o do mouse exibe o menu em qualquer lugar (exceto sobre <a>aplicativos excluÌdos</a>) e inicia seu favorito ou navega para sua pasta.|Esta tecla de atalho exibe o menu em qualquer lugar e inicia seu favorito ou navega para sua pasta.|Este mouse exibe um menu alternativo oferecendo v·rios recursos. Este menu pode ser exibido em qualquer lugar (sem exceÁ„o).|Esta tecla de atalho exibe um menu alternativo oferecendo v·rios recursos. Este menu pode ser exibido em qualquer lugar.
lOptionsPopupMenu	Menu Popup
lOptionsQAPTempFolder	Pasta Tempor·ria
lOptionsQuickAddSnippetSubmenu	Submenu para ~1~
lOptionsRecentFolders	N˙mero de itens nos menus
lOptionsRecentFoldersPrompt	Menus de Itens Recentes e Populares:
lOptionsRefreshedMenusAttached	Anexar todos os menus din‚micos ao menu do QAP
lOptionsRefreshedMenusAttachedInfo	Se vocÍ habilitar esta opÁ„o, pode haver um pequeno atraso na atualizaÁ„o (dependendo da configuraÁ„o do seu sistema) a cada vez que o menu popup for exibido.`n`nA duraÁ„o do atraso depende do tempo que o Windows leva para fornecer as informaÁıes atualizadas necess·rias para criar o menu (lista de itens recentes e espaÁo disponÌvel nas unidades atuais). Esta duraÁ„o pode variar a cada chamado.`n`nSe vocÍ desabilitar esta opÁ„o, os menus "~1~", "~2~", "~3~", "~4~" e "~5~" ser„o atualizados somente sob demanda e ser„o exibidos destacados do menu principal.
